local_id,name,categories,description,rating_count,verified
4b83208af964a52041f930e3,Sheraton Lisboa Hotel & Spa,Hotel,"Sheraton Lisboa Hotel & Spa is a modern hotel located in Lisbon, near popular tourist sights and dining and entertainment in the city center. The hotel offers sleek rooms with fast Wi-Fi, an outdoor pool and views of Lisbon and the waterfront.",8.6,VERDADEIRO
4b83f60ff964a5208b1831e3,Aeroporto Francisco S? Carneiro (OPO) (Aeroporto Francisco S? Carneiro),Airport,"Aeroporto Francisco S? Carneiro (also known as Porto Airport) is named after a Portuguese Prime Minister, Francisco de S? Carneiro, who was killed in an airplane crash as he was heading to this airport. It was previously known as Pedras Rubras Airport.",8.6,FALSO
4b8a8589f964a5207d7032e3,Prazeres da Carne,Argentinian Restaurant,"Located in Cascais near the sea, The Grill Restaurant Prazeres da Carne is surrounded by a dazzling natural landscape. It offers a varied menu, with suggestions that include the new Brazilian cuisine and the best international cuisine dishes.",7.9,FALSO
4b8b7ffef964a5202aa132e3,Rocha Brava Village Resort,Hotel,"Are you looking for relaxing holidays in Algarve? Come and find out the beauty and quietness of Rocha Brava, a four stars resort in Carvoeiro, Portugal.",6.9,FALSO
4b97cacef964a520f41535e3,Belmond Reid's Palace,Hotel,"On a private promontory lapped by the Atlantic, a landmark hotel in glorious gardens. Home of the One Michelin Star Restaurant William.",8.4,VERDADEIRO
4b9f477df964a520ba1a37e3,AdLib at Sofitel Lisbon Liberdade,Restaurant,Step from Avenida da Liberdade into our sophisticated restaurant where chef Daniel Schlaipfer adds a French twist to Portuguese dishes like Bacalhau ? Lagareiro,7.3,VERDADEIRO
4b9f503af964a5201b1c37e3,Altis Bel?m Hotel & SPA,Hotel,"Limited SPG benefits available at SPG Partner Hotels for reservations made via Starwood websites, apps or Customer Contact Centers only.",8.7,VERDADEIRO
4b9f745ff964a520b22337e3,DoubleTree by Hilton Lisbon - Fontana Park,Hotel,"Stay at the contemporary DoubleTree by Hilton Lisbon ? Fontana Park and enjoy a superb location in the heart of Lisbon, unique d?cor, modern business and leisure amenities and warm hospitality.",7.8,VERDADEIRO
4ba11933f964a520899737e3,Crowne Plaza Porto,Hotel,"Refined central Porto hotel with fine dining, a wellness lounge and extensive event facilities
In the central Boavista district, our Crowne Plaza? Porto hotel is a short walk from Porto Botanical Garden and concerts at the futuristic Casa da M?sica...",8.2,FALSO
4ba38b68f964a5200c4638e3,Louis Vuitton,Accessories Store,Possibility of phone or virtual appointment with Home delivery available for distant purchases.,8.5,VERDADEIRO
4ba54380f964a52067f338e3,Aeroporto Jo?o Paulo II (PDL),Airport,"Jo?o Paulo II Airport, named after Pope John Paul II, is an airport located on the island of S?o Miguel, 2 km (1.2 mi) west of the city dock of Ponta Delgada on the Azores in Portugal.",6.8,FALSO
4ba55e6af964a520f8ff38e3,New Yorker Bar,Hotel Bar,"You will find the atmosphere in the ""New Yorker"" bar, situated in the Hotel lobby. With its vast range of drinks and wines by the glass, as well as live music, it is the perfect place for a rendezvous, a business meeting or to relax while tasting our cocktails.",6.3,VERDADEIRO
4b0588a7f964a520b2d222e3,Est?dio do Restelo,Soccer Stadium,"This is the home of the Portuguese Football Team Os Belenenses, one of the five clubs to have won the Portuguese Championship.",7,VERDADEIRO
4b05c8dcf964a5202ce322e3,Sky Bar,Roof Deck,"With a relaxed and comfortable atmosphere, this bar in the centre of Lisbon is famous for its entertaining Thursday, Friday and Saturday nights. Located on the top floor of the Tivoli Lisboa hotel and with a superb view over the city of Lisbon, you can enjoy a great evening out in the capital.",8.5,VERDADEIRO
4b0d5a7ff964a520d14623e3,Silk Club,Nightclub,Restaurant - Club - Events  High-End Japanese Cuisine in a sophisticated venue. Premium Bottle Service Club. Breathtaking 270? views over Lisbon.,8,VERDADEIRO
4b3b6e5ef964a520b07325e3,Casa da M?sica,Concert Hall,"Casa da M?sica was conceived to mark 2001, the year in which Porto was Cultural Capital of Europe, and it is the first new building in Portugal to be entirely dedicated to music - to the presentation and public enjoyment of music, to music education and to the creation of music.",9.2,VERDADEIRO
4b50fe26f964a520683c27e3,The Fifties Diner,Diner,Great food done right,7.8,VERDADEIRO
4b54392af964a520ebb427e3,BY - Interactive Brands Agency,Advertising Agency,An Agency with a view.,8.7,VERDADEIRO
4b5812bdf964a5203a4a28e3,Hotel HF F?nix Porto,Hotel,"In the city centre, near everything and with easy access, it still shows a comfort level according to the quality of the HF Hot?is F?nix group.
With recently improved social areas, a terrace and a high quality level, this hotel is the right choice for your stay in Oporto.",7.8,VERDADEIRO
4b634318f964a5204d6e2ae3,Marqu?s de Pombal,Plaza,"The Marquis of Pombal Square (Portuguese: Pra?a do Marqu?s de Pombal) is an important roundabout in the city of Lisbon, Portugal. It is located between the Avenida da Liberdade (Liberty Avenue) and the Eduardo VII Park in the former parish of Cora??o de Jesus and in the quarter of Santo Ant?nio.",9.1,VERDADEIRO
4b645765f964a520e2ab2ae3,Aeroporto Internacional da Madeira Cristiano Ronaldo (FNC) (Aeroporto Internacional da Madeira Cristiano Ronaldo),Airport,"Cristiano Ronaldo International Airport, informally known as Madeira or Funchal Airport, and formerly known as Santa Catarina Airport, is an international airport in Santa Catarina, Santa Cruz. It is 13.2 km (8.2 mi) east northeast of the Cathedral of Funchal, Madeira, Portugal.",7.6,FALSO
4b72ab8bf964a5200d832de3,Me & You - Coffee House,Caf?,"Uma Coffee House -- Bar & Restaurante.

Temos tamb?m Take Away, com refei??es at? ?s 02:00 horas.",7.2,VERDADEIRO
4b7495d5f964a520e3e52de3,Holiday Inn Porto Gaia,Hotel,"Ideal for your business and leisure visit to Porto / Gaia 
With all the Clean & Safe Procedures ( IHG Clean Promise ), You'll have all the confidence you need to book your Family Trip

Holiday Inn? Porto - Gaia offers beautiful views of Porto and the Douro River...",8,VERDADEIRO
4b75c302f964a520d6222ee3,Caves Taylor's,Winery,Taylor?s invites you to a pleasant and informative tour of its famous lodges at Vila Nova de Gaia. During the tour the visitor will be given the opportunity to learn about the fascinating history of Port wine.,9.1,VERDADEIRO
4b76bee9f964a5203c5c2ee3,"Zoomarine Algarve, Portugal",Theme Park,"Descobre os mist?rios dos oceanos no melhor parque tem?tico familiar do Pa?s. 
Discover the mysteries of the oceans at the Algarve's best family theme park.",8.7,VERDADEIRO
4b788529f964a520e8d32ee3,Croft Port,Wine Shop,"In Croft?s  magnificent wine cellars, professional and highly educational tours take place all year round, seven days a week. Our visitors? centre offers a captivating atmosphere, reminiscent of the Company?s 420 years of history and tradition. We also have a wine shop open for our visitors.",8.6,VERDADEIRO
4b80498af964a520796430e3,Hotel Eva,Hotel,"Located just a few steps away from the Faro historical centre, it offers guests a magnificent view of the picturesque marina.
A pleasant stay is guaranteed with its 134 Rooms and Suites, Health Club, Outdoor Swimming pool, 2 Restaurants, Bars and 6 Meetings and events rooms.",6.6,VERDADEIRO
4b83208af964a52041f930e3,Sheraton Lisboa Hotel & Spa,Hotel,"Sheraton Lisboa Hotel & Spa is a modern hotel located in Lisbon, near popular tourist sights and dining and entertainment in the city center. The hotel offers sleek rooms with fast Wi-Fi, an outdoor pool and views of Lisbon and the waterfront.",8.6,VERDADEIRO
4b83f60ff964a5208b1831e3,Aeroporto Francisco S? Carneiro (OPO) (Aeroporto Francisco S? Carneiro),Airport,"Aeroporto Francisco S? Carneiro (also known as Porto Airport) is named after a Portuguese Prime Minister, Francisco de S? Carneiro, who was killed in an airplane crash as he was heading to this airport. It was previously known as Pedras Rubras Airport.",8.6,FALSO
4b8a8589f964a5207d7032e3,Prazeres da Carne,Argentinian Restaurant,"Located in Cascais near the sea, The Grill Restaurant Prazeres da Carne is surrounded by a dazzling natural landscape. It offers a varied menu, with suggestions that include the new Brazilian cuisine and the best international cuisine dishes.",7.9,FALSO
4b8b7ffef964a5202aa132e3,Rocha Brava Village Resort,Hotel,"Are you looking for relaxing holidays in Algarve? Come and find out the beauty and quietness of Rocha Brava, a four stars resort in Carvoeiro, Portugal.",6.9,FALSO
4b97cacef964a520f41535e3,Belmond Reid's Palace,Hotel,"On a private promontory lapped by the Atlantic, a landmark hotel in glorious gardens. Home of the One Michelin Star Restaurant William.",8.4,VERDADEIRO
4b9f477df964a520ba1a37e3,AdLib at Sofitel Lisbon Liberdade,Restaurant,Step from Avenida da Liberdade into our sophisticated restaurant where chef Daniel Schlaipfer adds a French twist to Portuguese dishes like Bacalhau ? Lagareiro,7.3,VERDADEIRO
4b9f503af964a5201b1c37e3,Altis Bel?m Hotel & SPA,Hotel,"Limited SPG benefits available at SPG Partner Hotels for reservations made via Starwood websites, apps or Customer Contact Centers only.",8.7,VERDADEIRO
4b9f745ff964a520b22337e3,DoubleTree by Hilton Lisbon - Fontana Park,Hotel,"Stay at the contemporary DoubleTree by Hilton Lisbon ? Fontana Park and enjoy a superb location in the heart of Lisbon, unique d?cor, modern business and leisure amenities and warm hospitality.",7.8,VERDADEIRO
4ba11933f964a520899737e3,Crowne Plaza Porto,Hotel,"Refined central Porto hotel with fine dining, a wellness lounge and extensive event facilities
In the central Boavista district, our Crowne Plaza? Porto hotel is a short walk from Porto Botanical Garden and concerts at the futuristic Casa da M?sica...",8.2,FALSO
4ba38b68f964a5200c4638e3,Louis Vuitton,Accessories Store,Possibility of phone or virtual appointment with Home delivery available for distant purchases.,8.5,VERDADEIRO
4ba54380f964a52067f338e3,Aeroporto Jo?o Paulo II (PDL),Airport,"Jo?o Paulo II Airport, named after Pope John Paul II, is an airport located on the island of S?o Miguel, 2 km (1.2 mi) west of the city dock of Ponta Delgada on the Azores in Portugal.",6.8,FALSO
4ba55e6af964a520f8ff38e3,New Yorker Bar,Hotel Bar,"You will find the atmosphere in the ""New Yorker"" bar, situated in the Hotel lobby. With its vast range of drinks and wines by the glass, as well as live music, it is the perfect place for a rendezvous, a business meeting or to relax while tasting our cocktails.",6.3,VERDADEIRO
4b3b6e5ef964a520b07325e3,Casa da M?sica,Concert Hall,"Casa da M?sica was conceived to mark 2001, the year in which Porto was Cultural Capital of Europe, and it is the first new building in Portugal to be entirely dedicated to music - to the presentation and public enjoyment of music, to music education and to the creation of music.",9.2,VERDADEIRO
4b50fe26f964a520683c27e3,The Fifties Diner,Diner,Great food done right,7.8,VERDADEIRO
4b54392af964a520ebb427e3,BY - Interactive Brands Agency,Advertising Agency,An Agency with a view.,8.7,VERDADEIRO
4b5812bdf964a5203a4a28e3,Hotel HF F?nix Porto,Hotel,"In the city centre, near everything and with easy access, it still shows a comfort level according to the quality of the HF Hot?is F?nix group.
With recently improved social areas, a terrace and a high quality level, this hotel is the right choice for your stay in Oporto.",7.8,VERDADEIRO
4b634318f964a5204d6e2ae3,Marqu?s de Pombal,Plaza,"The Marquis of Pombal Square (Portuguese: Pra?a do Marqu?s de Pombal) is an important roundabout in the city of Lisbon, Portugal. It is located between the Avenida da Liberdade (Liberty Avenue) and the Eduardo VII Park in the former parish of Cora??o de Jesus and in the quarter of Santo Ant?nio.",9.1,VERDADEIRO
4b645765f964a520e2ab2ae3,Aeroporto Internacional da Madeira Cristiano Ronaldo (FNC) (Aeroporto Internacional da Madeira Cristiano Ronaldo),Airport,"Cristiano Ronaldo International Airport, informally known as Madeira or Funchal Airport, and formerly known as Santa Catarina Airport, is an international airport in Santa Catarina, Santa Cruz. It is 13.2 km (8.2 mi) east northeast of the Cathedral of Funchal, Madeira, Portugal.",7.6,FALSO
4b72ab8bf964a5200d832de3,Me & You - Coffee House,Caf?,"Uma Coffee House -- Bar & Restaurante.

Temos tamb?m Take Away, com refei??es at? ?s 02:00 horas.",7.2,VERDADEIRO
4b7495d5f964a520e3e52de3,Holiday Inn Porto Gaia,Hotel,"Ideal for your business and leisure visit to Porto / Gaia 
With all the Clean & Safe Procedures ( IHG Clean Promise ), You'll have all the confidence you need to book your Family Trip

Holiday Inn? Porto - Gaia offers beautiful views of Porto and the Douro River...",8,VERDADEIRO
4b75c302f964a520d6222ee3,Caves Taylor's,Winery,Taylor?s invites you to a pleasant and informative tour of its famous lodges at Vila Nova de Gaia. During the tour the visitor will be given the opportunity to learn about the fascinating history of Port wine.,9.1,VERDADEIRO
4b76bee9f964a5203c5c2ee3,"Zoomarine Algarve, Portugal",Theme Park,"Descobre os mist?rios dos oceanos no melhor parque tem?tico familiar do Pa?s. 
Discover the mysteries of the oceans at the Algarve's best family theme park.",8.7,VERDADEIRO
4b788529f964a520e8d32ee3,Croft Port,Wine Shop,"In Croft?s  magnificent wine cellars, professional and highly educational tours take place all year round, seven days a week. Our visitors? centre offers a captivating atmosphere, reminiscent of the Company?s 420 years of history and tradition. We also have a wine shop open for our visitors.",8.6,VERDADEIRO
4b80498af964a520796430e3,Hotel Eva,Hotel,"Located just a few steps away from the Faro historical centre, it offers guests a magnificent view of the picturesque marina.
A pleasant stay is guaranteed with its 134 Rooms and Suites, Health Club, Outdoor Swimming pool, 2 Restaurants, Bars and 6 Meetings and events rooms.",6.6,VERDADEIRO
4b83208af964a52041f930e3,Sheraton Lisboa Hotel & Spa,Hotel,"Sheraton Lisboa Hotel & Spa is a modern hotel located in Lisbon, near popular tourist sights and dining and entertainment in the city center. The hotel offers sleek rooms with fast Wi-Fi, an outdoor pool and views of Lisbon and the waterfront.",8.6,VERDADEIRO
4b83f60ff964a5208b1831e3,Aeroporto Francisco S? Carneiro (OPO) (Aeroporto Francisco S? Carneiro),Airport,"Aeroporto Francisco S? Carneiro (also known as Porto Airport) is named after a Portuguese Prime Minister, Francisco de S? Carneiro, who was killed in an airplane crash as he was heading to this airport. It was previously known as Pedras Rubras Airport.",8.6,FALSO
4b8a8589f964a5207d7032e3,Prazeres da Carne,Argentinian Restaurant,"Located in Cascais near the sea, The Grill Restaurant Prazeres da Carne is surrounded by a dazzling natural landscape. It offers a varied menu, with suggestions that include the new Brazilian cuisine and the best international cuisine dishes.",7.9,FALSO
4b8b7ffef964a5202aa132e3,Rocha Brava Village Resort,Hotel,"Are you looking for relaxing holidays in Algarve? Come and find out the beauty and quietness of Rocha Brava, a four stars resort in Carvoeiro, Portugal.",6.9,FALSO
4b97cacef964a520f41535e3,Belmond Reid's Palace,Hotel,"On a private promontory lapped by the Atlantic, a landmark hotel in glorious gardens. Home of the One Michelin Star Restaurant William.",8.4,VERDADEIRO
4b9f477df964a520ba1a37e3,AdLib at Sofitel Lisbon Liberdade,Restaurant,Step from Avenida da Liberdade into our sophisticated restaurant where chef Daniel Schlaipfer adds a French twist to Portuguese dishes like Bacalhau ? Lagareiro,7.3,VERDADEIRO
4b9f503af964a5201b1c37e3,Altis Bel?m Hotel & SPA,Hotel,"Limited SPG benefits available at SPG Partner Hotels for reservations made via Starwood websites, apps or Customer Contact Centers only.",8.7,VERDADEIRO
4b9f745ff964a520b22337e3,DoubleTree by Hilton Lisbon - Fontana Park,Hotel,"Stay at the contemporary DoubleTree by Hilton Lisbon ? Fontana Park and enjoy a superb location in the heart of Lisbon, unique d?cor, modern business and leisure amenities and warm hospitality.",7.8,VERDADEIRO
4ba11933f964a520899737e3,Crowne Plaza Porto,Hotel,"Refined central Porto hotel with fine dining, a wellness lounge and extensive event facilities
In the central Boavista district, our Crowne Plaza? Porto hotel is a short walk from Porto Botanical Garden and concerts at the futuristic Casa da M?sica...",8.2,FALSO
4ba38b68f964a5200c4638e3,Louis Vuitton,Accessories Store,Possibility of phone or virtual appointment with Home delivery available for distant purchases.,8.5,VERDADEIRO
4ba54380f964a52067f338e3,Aeroporto Jo?o Paulo II (PDL),Airport,"Jo?o Paulo II Airport, named after Pope John Paul II, is an airport located on the island of S?o Miguel, 2 km (1.2 mi) west of the city dock of Ponta Delgada on the Azores in Portugal.",6.8,FALSO
4ba55e6af964a520f8ff38e3,New Yorker Bar,Hotel Bar,"You will find the atmosphere in the ""New Yorker"" bar, situated in the Hotel lobby. With its vast range of drinks and wines by the glass, as well as live music, it is the perfect place for a rendezvous, a business meeting or to relax while tasting our cocktails.",6.3,VERDADEIRO
